,Compound ID,measured log(solubility:mol/L),ESOL predicted log(solubility:mol/L),SMILES,set
689,Flumethasone,-5.613,-3.539,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,train
690,Flumetralin,-6.78,-6.584,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,train
691,Fluometuron,-3.43,-3.065,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,test
692,Fluoranthene,-6.0,-4.957,c1ccc2c(c1)c3cccc4cccc2c34,train
693,Fluorene ,-5.0,-4.125,C1c2ccccc2c3ccccc13,train
694,Fluorobenzene,-1.8,-2.514,Fc1ccccc1,train
695,Fluoromethalone,-4.099,-3.507,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,test
696,Fluorometuron,-3.32,-3.065,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,test
697,Fluridone,-4.445,-4.249,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,train
698,Flurochloridone,-4.047,-4.749,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,train
699,Flutriafol,-3.37,-3.569,OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,train
700,Fluvalinate,-8.003,-8.057,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,train
701,Formetanate,-2.34,-1.846,CNC(=O)Oc1cccc(N=CN(C)C)c1,train
702,Formothion,-1.995,-2.087,COP(=S)(OC)SCC(=O)N(C)C=O,validate
703,Fructose,0.64,0.471,OCC1OC(O)(CO)C(O)C1O,train
704,Furane,-0.82,-1.837,c1ccoc1,validate
705,Furfural,-0.1,-1.391,O=Cc1ccco1,test
706,gentisin,-2.943,-1.292,c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),validate
707,Glafenine,-4.571,-5.052,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,test
708,glucose,0.74,0.501,OCC1OC(O)C(O)C(O)C1O,test
709,Glutethimide,-2.337,-2.591,CCC1(CCC(=O)NC1=O)c2ccccc2 ,train
710,Glycerol,1.12,0.688,OCC(O)CO,test
711,Glyceryl triacetate,-0.6,-1.285,CC(=O)OCC(COC(=O)C)OC(=O)C,train
712,Griseofulvin,-3.246,-3.328,COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,test
713,Guaiacol,-1.96,-1.941,COc1ccccc1O ,test
714,guanine,-3.583,-0.67,Nc2nc1[nH]cnc1c(=O)[nH]2 ,train
715,halothane,-1.71,-2.608,FC(F)(F)C(Cl)Br ,train
716,hematein,-2.7,-1.795,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,train
717,Heptachlor,-6.317,-5.26,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,train
718,Heptane,-4.53,-2.97,CCCCCCC,train
719,"Hexachloro-1,3-butadiene",-4.92,-4.546,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,train
720,Hexachloroethane,-3.67,-4.215,ClC(Cl)(Cl)C(Cl)(Cl)Cl,validate
721,hexacosane,-8.334,-9.702,CCCCCCCCCCCCCCCCCCCCCCCCCC,train
722,Hexadecane,-8.4,-6.159,CCCCCCCCCCCCCCCC,test
723,Hexamethylbenzene,-5.23,-4.361,Cc1c(C)c(C)c(C)c(C)c1C,train
724,Hexane ,-3.84,-2.615,CCCCCC,test
725,Hexestrol,-4.43,-4.854,CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,train
726,Hexylbenzene ,-5.21,-4.22,CCCCCCc1ccccc1,train
727,hydantoin,-0.4,0.603,O=C1CNC(=O)N1 ,test
728,hydrazobenzene,-2.92,-3.492,N(Nc1ccccc1)c2ccccc2 ,train
729,hydrobenzoin,-1.93,-2.645,c1ccccc1C(O)C(O)c2ccccc2,test
730,hydrochlorothiazide,-2.63,-1.72,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,validate
731,Hydrocortisone ,-3.09,-3.159,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,validate
732,Hydrocortisone 21-acetate,-4.88,-3.692,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,train
733,hydroxychlordene,-5.46,-4.156,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,validate
734,Hydroxyprogesterone-17a,-3.817,-3.876,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,train
735,Hypoxanthine,-2.296,-0.656,O=c1[nH]cnc2nc[nH]c12 ,validate
736,Indan,-3.04,-3.057,C1Cc2ccccc2C1,train
737,Indapamide,-3.586,-4.345,CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,train
738,indazole,-2.16,-2.34,c2ccc1[nH]ncc1c2 ,train
739,Indole,-1.52,-2.654,c2ccc1[nH]ccc1c2,train
740,indoline,-1.04,-2.195,c2ccc1NCCc1c2 ,train
741,Inosine,-1.23,-0.834,OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,train
742,Iodobenzene,-3.01,-3.8,Ic1ccccc1,test
743,Iodoethane,-1.6,-2.066,CCI,test
744,Iodofenphos,-6.62,-6.148,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,train
745,Iodomethane,-1.0,-1.646,CI,train
746,Ioxynil,-3.61,-4.615,Oc1c(I)cc(C#N)cc1I,train
747,Ipazine,-3.785,-3.497,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,test
748,Isazofos,-3.658,-3.76,CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,train
749,Isobutyl acetate,-1.21,-1.463,CC(C)COC(=O)C,train
750,Isobutyl formate,-1.01,-1.095,CC(C)COC=O,train
751,Isobutylbenzene,-4.12,-3.57,CC(C)Cc1ccccc1,train
752,isocarbamid,-2.15,-1.508,C1N(C(=O)NCC(C)C)C(=O)NC1,validate
753,Isocarboxazid,-2.461,-2.251,Cc1cc(no1)C(=O)NNCc2ccccc2,train
754,Isofenphos,-4.194,-4.538,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,train
755,isoguanine,-3.401,-1.74,Nc1nc(O)nc2nc[nH]c12 ,test
756,Isonazid,0.009,-0.717,c1nccc(C(=O)NN)c1,train
757,Isopentyl acetate,-1.92,-1.817,CC(C)CCOC(=O)C,validate
758,Isopentyl formate,-1.52,-1.449,CC(C)CCOC=O,train
759,isophorone,-1.06,-2.015,CC1=CC(=O)CC(C)(C)C1 ,validate
760,Isoprocarb,-2.863,-2.734,CNC(=O)Oc1ccccc1C(C)C,test
761,Isopropalin,-6.49,-5.306,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,train
762,Isopropyl acetate,-0.55,-1.191,CC(C)OC(=O)C,train
763,Isopropyl formate,-0.63,-0.684,CC(C)OC=O,train
764,Isopropylbenzene ,-3.27,-3.265,CC(C)c1ccccc1,test
765,Isoproturon,-3.536,-2.867,CC(C)c1ccc(NC(=O)N(C)C)cc1,train
766,Isoquinoline,-1.45,-2.531,c1ccc2cnccc2c1,train
767,karbutilate,-2.93,-2.655,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,validate
768,kebuzone,-3.27,-2.645,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,train
769,Kepone,-5.259,-5.112,ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,train
770,Khellin,-3.021,-3.603,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,train
771,Lactose,-0.244,1.071,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,test
772,L-arabinose,0.39,0.601,C1OC(O)C(O)C(O)C1O,validate
773,Lenacil,-4.594,-3.355,O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,validate
774,linalool,-1.99,-2.399,CC(C)=CCCC(O)(C)C=C,train
775,Lindane,-4.64,-4.009,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,train
776,Linuron,-3.592,-3.581,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,train
777,Lorazepam,-3.604,-3.75,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,train
778,Lovastatin,-6.005,-4.731,CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,train
779,Malathion,-3.37,-3.391,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,test
780,Malonic acid diethylester,-0.82,-1.413,CCOC(=O)CC(=O)OCC,train
781,Maltose,0.358,1.071,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,test
782,mannitol,0.06,0.647,OCC(O)C(O)C(O)C(O)CO ,train
783,m-Chloroaniline,-1.37,-2.392,Nc1cccc(Cl)c1,train
784,m-Chlorobromobenzene,-3.21,-3.928,Clc1cccc(Br)c1,train
785,m-Chloroiodobenzene,-3.55,-4.384,Clc1cccc(I)c1,train
786,m-Chloronitrobenzene ,-2.77,-2.901,Clc1cccc(c1)N(=O)=O,train
787,Mebendazole,-3.88,-4.118,COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,train
788,Mecarbam,-2.518,-3.738,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,train
789,meconin,-1.899,-0.825,c1c(OC)c(OC)C2C(=O)OCC2c1,test
790,Medrogestone,-5.27,-4.593,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,train
791,Mefenacet,-4.873,-4.504,CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,test
792,Mefluidide,-3.24,-3.165,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,test
793,megestrol acetate,-5.35,-4.417,CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O ,train
794,Menadione,-3.03,-2.667,CC2=CC(=O)c1ccccc1C2=O ,test
795,menthol,-2.53,-2.782,CC(C)C1CCC(C)CC1O ,train
796,Menthone,-2.35,-2.516,CC(C)C1CCC(C)CC1=O,train
797,Meprobamate,-1.807,-1.376,CCCC(C)(COC(N)=O)COC(N)=O ,train
798,mercaptobenzothiazole,-3.18,-3.411,Sc2nc1ccccc1s2 ,validate
799,metalaxyl,-1.601,-2.87,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,train
800,Methane,-0.9,-0.636,C,test
801,Methanol,1.57,0.441,CO,train
802,Methaqualone,-2.925,-3.881,Cc1ccccc1n3c(C)nc2ccccc2c3=O,train
803,metharbital,-2.23,-1.658,CCC1(CC)C(=O)NC(=O)N(C)C1=O ,test
804,Methazole,-2.82,-3.601,Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,train
805,Methocarbamol,-0.985,-1.428,COc1ccccc1OCC(O)COC(N)=O,validate
806,Methoprene,-5.19,-4.795,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,validate
807,Methoproptryne,-2.928,-3.259,COCCCNc1nc(NC(C)C)nc(SC)n1,train
808,Methoxsalen,-3.664,-3.25,COc2c1occc1cc3ccc(=O)oc23 ,train
809,Methoxychlor,-6.89,-5.538,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,train
810,Methyl acetate,0.46,-0.416,COC(=O)C,train
811,Methyl acrylate,-0.22,-0.878,COC(=O)C=C,validate
812,Methyl benzoate ,-1.85,-2.462,COC(=O)c1ccccc1,train
813,Methyl butyl ether ,-0.99,-1.072,CCCCOC,train
814,Methyl butyrate,-0.82,-1.545,CCCOC(=O)CC,train
815,Methyl decanoate,-4.69,-3.316,CCCCCCCCCC(=O)OC,train
816,Methyl formate,0.58,-0.048,COC=O,train
817,methyl gallate,-1.24,-1.913,COC(=O)c1cc(O)c(O)c(O)c1 ,test
818,Methyl hexanoate,-1.87,-1.899,CCCCCC(=O)OC,train
819,Methyl hydrazine,1.34,0.543,CNN,validate
820,methyl laurate,-4.69,-4.025,CCCCCCCCCCCC(=O)OC,train
821,methyl nicotinate,-0.46,-1.621,COC(=O)c1cccnc1 ,train
822,Methyl nonanoate,-3.38,-2.962,CCCCCCCCC(=O)OC,train
823,Methyl octanoate,-3.17,-2.608,CCCCCCCC(=O)OC,train
824,Methyl pentanoate,-1.36,-1.545,CCCC(=O)OCC,train
825,Methyl propionate,-0.14,-0.836,CCC(=O)OC,validate
826,Methyl propyl ether ,-0.39,-0.718,CCCOC,train
827,Methyl t-butyl ether ,-0.24,-0.984,COC(C)(C)C,test
828,Methylcyclohexane ,-3.85,-2.891,CC1CCCCC1,test
829,Methylcyclopentane,-3.3,-2.452,CC1CCCC1,test
830,Methyldymron,-3.35,-3.863,CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,train
831,Methylparaben,-1.827,-2.441,COC(=O)c1ccc(O)cc1,train
832,methyltestosterone acetate,-5.284,-4.863,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,validate
833,methylthiouracil,-2.436,-0.547,Cc1cc(=O)[nH]c(=S)[nH]1,train
834,Metolachlor,-2.73,-3.431,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,test
835,Metolazone,-3.78,-3.777,CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,train
836,Metolcarb,-1.803,-1.947,c1ccccc1(OC(=O)NC),train
837,Metoxuron,-2.564,-2.683,COc1ccc(NC(=O)N(C)C)cc1Cl,train
838,Metranidazole,-1.26,-0.859,Cc1ncc(N(=O)=O)n1CCO ,train
839,Metribuzin,-2.253,-2.324,CSc1nnc(c(=O)n1N)C(C)(C)C,train
840,Metronidazole,-1.22,-0.859,Cc1ncc(N(=O)=O)n1CCO,train
841,m-Fluorobromobenzene,-2.67,-3.467,Fc1cccc(Br)c1,train
842,Minoxidil,-1.989,-1.809,Nc1cc(nc(N)n1=O)N2CCCCC2 ,train
843,Mirex,-6.8,-6.155,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,train
844,m-Methylaniline,-0.85,-1.954,Cc1cccc(N)c1,train
845,m-Nitroaniline,-2.19,-1.936,Nc1cccc(c1)N(=O)=O,train
846,m-Nitrophenol,-1.01,-2.318,Oc1cccc(c1)N(=O)=O,train
847,m-Nitrotoluene,-2.44,-2.64,Cc1cccc(c1)N(=O)=O,validate
848,Monolinuron,-2.57,-2.948,CON(C)C(=O)Nc1ccc(Cl)cc1,test
849,Monotropitoside,-0.742,-1.493,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,train
850,Monuron,-2.89,-2.671,CN(C)C(=O)Nc1ccc(Cl)cc1,train
851,Morin,-3.083,-2.731,Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,validate
852,m-Xylene ,-2.82,-3.035,Cc1cccc(C)c1,train
853,"N,N-Diethylaniline",-3.03,-3.16,CCN(CC)c1ccccc1,train
854,"N,N-Dimethylacetamide",1.11,0.123,CN(C)C(=O)C,validate
855,"N,N-Dimethylaniline",-1.92,-2.542,CN(C)c1ccccc1,train
856,Naled,-2.28,-3.548,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,train
857,Napropamide,-3.57,-4.088,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,test
858,Napthacene,-8.6,-5.568,c1ccc2cc3cc4ccccc4cc3cc2c1,train
859,Napthalene,-3.6,-3.468,c1ccc2ccccc2c1,test
860,Neburon,-4.77,-4.157,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,train
861,Nerol,-2.46,-2.603,CC(C)=CCC/C(C)=C\CO,train
862,N-Ethylaniline,-1.7,-2.389,CCNc1ccccc1,train
863,nevirapine,-3.19,-3.397,Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 ,train
864,Niclosamide,-4.7,-5.032,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,train
865,nicotinamide,0.61,-0.964,NC(=O)c1cccnc1 ,train
866,nifedipine,-4.76,-4.248,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,train
867,nifuroxime,-2.19,-1.843,ON=Cc1ccc(o1)N(=O)=O ,train
868,Nimetazepam,-3.796,-3.557,CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,train
869,Niridazole,-3.22,-1.948,O=C1NCCN1c2ncc(s2)N(=O)=O,train
870,Nitramine,-3.561,-4.479,CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,train
871,Nitrapyrin,-3.76,-3.833,Clc1cccc(n1)C(Cl)(Cl)Cl,train
872,Nitrazepam,-3.796,-3.473,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,test
873,Nitrobenzene,-1.8,-2.288,O=N(=O)c1ccccc1,train
874,Nitroethane,-0.22,-0.462,CCN(=O)=O,train
875,Nitrofen,-5.46,-5.361,Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,train
876,nitrofurantoin,-3.38,-1.243,O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 ,train
877,nitroglycerin,-2.22,-2.029,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,train
878,Nitromethane,0.26,-0.042,CN(=O)=O,train
879,N-Methylaniline ,-1.28,-2.097,CNc1ccccc1,train
880,Nonane,-5.88,-3.678,CCCCCCCCC,test
881,norbormide,-3.931,-4.238,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,train
882,Norea,-3.171,-2.47,CN(C)C(=O)NC1CC2CC1C3CCCC23,train
883,norethindrone acetate,-4.8,-4.241,CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,validate
884,Norethisterone,-4.57,-2.669,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,test
885,norflurazon,-4.046,-4.029,CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,train
886,"O,P'-DDD",-6.51,-6.008,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,train
887,o-Aminophenol,-0.72,-1.465,Nc1ccccc1O,train
888,o-Chloroaniline,-1.52,-2.392,Nc1ccccc1Cl,train
889,o-Chlorobromobenzene,-3.19,-3.84,Clc1ccccc1Br,train
890,o-Chloroiodobenzene,-3.54,-4.384,Clc1ccccc1I,train
891,o-Chloronitrobenzene,-2.55,-2.775,Clc1ccccc1N(=O)=O,train
892,Octane,-5.24,-3.324,CCCCCCCC,train
893,O-Ethyl carbamate,0.85,-0.218,CCOC(=O)N,train
894,o-Fluorobromobenzene,-2.7,-3.467,Fc1ccccc1Br,train
895,o-Hydroxybenzamide,-1.82,-1.942,NC(=O)c1ccccc1O,train
896,o-Methoxyphenol,-1.96,-1.941,COc1ccccc1O,train
897,o-Nitroaniline,-1.96,-2.277,Nc1ccccc1N(=O)=O,train
898,o-Nitroanisole,-1.96,-2.346,COc1ccccc1N(=O)=O,train
899,o-Nitrophenol,-1.74,-2.318,Oc1ccccc1N(=O)=O,test
900,o-Nitrotoluene,-2.33,-2.589,Cc1ccccc1N(=O)=O,train
901,oryzalin,-5.16,-3.784,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,train
902,osthole,-4.314,-4.076,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,test
903,o-Toluidine,-2.21,-1.922,Cc1ccccc1N,train
904,Oxadiazon,-5.696,-5.265,CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,train
905,Oxamyl,0.106,-0.908,CNC(=O)ON=C(SC)C(=O)N(C)C,train
906,Oxazepam,-3.952,-3.517,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,train
907,Oxycarboxin,-2.281,-2.169,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,train
908,o-Xylene ,-2.8,-3.004,Cc1ccccc1C,train
909,oxyphenbutazone,-3.73,-3.739,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,train
910,"p,p'-Biphenyldiamine ",-2.7,-2.613,Nc1ccc(cc1)c2ccc(N)cc2,train
911,"P,P'-DDD",-7.2,-6.008,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,train
912,"P,P'-DDE",-6.9,-6.553,ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,test
913,p-Aminophenol,-0.8,-1.231,Nc1ccc(O)cc1,test
914,parabanic acid,-0.4,1.091,O=C1NC(=O)C(=O)N1 ,train
915,Parathion,-4.66,-3.949,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,train
916,p-benzidine,-2.7,-2.613,Nc1ccc(cc1)c2ccc(N)cc2,train
917,p-Bromoacetanilide,-3.083,-3.012,CC(=O)Nc1ccc(Br)cc1,train
