,Compound ID,measured log(solubility:mol/L),ESOL predicted log(solubility:mol/L),SMILES,set
918,p-Bromoiodobenzene,-4.56,-4.754,Brc1ccc(I)cc1,train
919,p-Chloroacetanilide,-2.843,-2.642,CC(=O)Nc1ccc(Cl)cc1,train
920,p-Chloroaniline,-1.66,-2.392,Nc1ccc(Cl)cc1,train
921,p-Chlorobromobenzene,-3.63,-3.928,Clc1ccc(Br)cc1,train
922,p-Chloroiodobenzene,-4.03,-4.384,Clc1ccc(I)cc1,train
923,p-Chloronitrobenzene,-2.92,-2.901,Clc1ccc(cc1)N(=O)=O,train
924,p-Cresol,-0.73,-2.313,Cc1ccc(O)cc1,train
925,Pebulate,-3.53,-3.131,CCCCN(CC)C(=O)SCCC,train
926,Pencycuron,-5.915,-5.126,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,test
927,Pentachlorobenzene,-5.65,-5.168,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,train
928,Pentachloroethane,-2.6,-3.382,ClC(Cl)C(Cl)(Cl)Cl,train
929,Pentachlorophenol,-4.28,-4.835,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,validate
930,Pentamethylbenzene,-4.0,-3.993,Cc1cc(C)c(C)c(C)c1C,train
931,Pentane,-3.18,-2.261,CCCCC,train
932,Pentobarbital,-2.39,-2.312,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,train
933,Pentyl acetate,-1.89,-1.833,CCCCCOC(=O)C,test
934,Pentyl propanoate,-2.25,-1.899,CCCCC(=O)OCC,train
935,Pentylbenzene,-4.64,-3.899,CCCCCc1ccccc1,validate
936,Pentylcyclopentane,-6.08,-3.869,CCCCCC1CCCC1,validate
937,Perfluidone,-3.8,-4.945,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,train
938,Permethrin,-6.291,-7.129,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,test
939,Perylene,-8.804,-6.007,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,validate
940,p-Fluoroacetanilide,-1.78,-2.181,CC(=O)Nc1ccc(F)cc1,train
941,Phenacetin,-2.35,-2.342,CCOc1ccc(NC(=O)C)cc1,validate
942,Phenanthrene,-5.26,-4.518,c1ccc2c(c1)ccc3ccccc32,test
943,phenanthridine,-2.78,-3.713,c1ccc2c(c1)cnc3ccccc23 ,train
944,Phenetole,-2.33,-2.66,CCOc1ccccc1,train
945,Phenmedipham,-4.805,-4.229,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,train
946,phenobarbital,-2.322,-2.272,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,train
947,Phenol,0.0,-1.991,c1ccccc1O,train
948,phenolphthalein,-2.9,-4.59,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,train
949,phenothrin,-5.24,-6.763,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,test
950,phenylbutazone,-3.81,-4.076,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,train
951,Phenylhydrazine,0.07,-1.866,NNc1ccccc1,train
952,Phenylmethanol,-0.4,-1.699,OCc1ccccc1,test
953,Phenylthiourea,-1.77,-1.701,NC(=S)Nc1ccccc1,train
954,Phenytoin,-4.097,-3.057,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,train
955,Phorate,-4.11,-3.747,CCOP(=S)(OCC)SCSCC,test
956,Phosalone,-5.233,-5.024,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,train
957,Phoxim,-4.862,-4.557,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,validate
958,phthalamide,-2.932,-0.636,c1cC2C(=O)NC(=O)C2cc1,train
959,phthalimide,-2.61,-1.882,O=C1NC(=O)c2ccccc12 ,train
960,Phthalonitrile,-2.38,-1.717,N#Cc1ccccc1C#N,train
961,p-Hydroxyacetanilide,-1.03,-1.495,CC(=O)Nc1ccc(O)cc1,train
962,p-Hydroxybenzaldehyde ,-0.96,-2.003,Oc1ccc(C=O)cc1,train
963,Picene,-7.87,-6.618,c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc43,train
964,Piperine,-3.46,-3.659,O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,test
965,piperonal,-1.63,-2.033,O=Cc2ccc1OCOc1c2 ,test
966,Piperophos,-4.15,-4.637,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,train
967,Pirimicarb,-1.95,-2.34,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,validate
968,piroxicam,-4.16,-3.473,CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,train
969,p-Methoxybenzaldehyde,-1.49,-2.252,COc1ccc(C=O)cc1,test
970,p-Methylaniline ,-1.21,-1.954,Cc1ccc(N)cc1,train
971,p-Nitroaniline,-2.37,-1.936,Nc1ccc(cc1)N(=O)=O,test
972,p-Nitroanisole,-2.41,-2.522,COc1ccc(cc1)N(=O)=O,train
973,p-Nitrophenol,-0.74,-2.318,Oc1ccc(cc1)N(=O)=O,train
974,p-Nitrotoluene,-2.49,-2.64,Cc1ccc(cc1)N(=O)=O,train
975,p-Phenylphenol,-3.48,-3.701,Oc1ccc(cc1)c2ccccc2,train
976,Prasterone,-4.12,-3.564,CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,train
977,Prednisolone,-3.18,-2.974,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,train
978,prednisolone acetate,-4.37,-3.507,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,train
979,pregnenolone,-4.65,-4.342,CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C ,train
980,Primidone,-2.64,-1.897,CCC1(C(=O)NCNC1=O)c2ccccc2,train
981,probarbital,-2.21,-1.603,CCC1(C(C)C)C(=O)NC(=O)NC1=O ,train
982,Procymidone,-4.8,-3.464,CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,train
983,Progesterone,-4.42,-4.17,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,train
984,Prometon,-2.478,-3.448,COc1nc(NC(C)C)nc(NC(C)C)n1,train
985,Prometryn,-4.1,-3.693,CSc1nc(NC(C)C)nc(NC(C)C)n1,train
986,propachlor,-2.48,-3.018,CC(C)N(C(=O)CCl)c1ccccc1 ,train
987,Propane,-1.94,-1.553,CCC,train
988,Propanil,-3.0,-3.644,CCC(=O)Nc1ccc(Cl)c(Cl)c1,train
989,Propazine,-4.43,-3.329,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,train
990,Propetamphos,-3.408,-2.826,CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,train
991,Propiconazole,-3.493,-4.603,CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,train
992,Propionaldehyde,0.58,-0.394,CCC=O,train
993,Propionitrile,0.28,-0.269,CCC#N,train
994,Propoxur,-2.05,-2.409,CNC(=O)Oc1ccccc1OC(C)C,train
995,Propyl acetate,-0.72,-1.125,CCCOC(=O)C,train
996,Propyl butyrate,-1.92,-1.191,CCCC(=O)OC,train
997,Propyl formate,-0.49,-0.757,CCCOC=O,train
998,Propyl propanoate,-1.34,-1.545,CCCCC(=O)OC,train
999,Propylbenzene ,-3.37,-3.281,CCCc1ccccc1,train
1000,Propylcyclopentane,-4.74,-3.16,CCCC1CCCC1,train
1001,Propylene,-1.08,-1.235,CC=C,train
1002,Propylisopropylether,-1.34,-1.354,CCCOC(C)C,train
1003,Propyne,-0.41,-0.672,CC#C,train
1004,p-t-Butylphenol,-2.41,-3.192,CC(C)(C)c1ccc(O)cc1,test
1005,Pteridine,0.02,-0.906,c2cnc1ncncc1n2,validate
1006,p-terphenyl,-7.11,-5.741,c1ccc(cc1)c2ccc(cc2)c3ccccc3,train
1007,p-Toluenesulfonamide ,-1.74,-1.815,Cc1ccc(cc1)S(=O)(=O)N,train
1008,p-Xylene ,-2.77,-3.035,Cc1ccc(C)cc1,train
1009,pyracarbolid,-2.56,-2.83,CC1=C(CCCO1)C(=O)Nc2ccccc2 ,train
1010,Pyrazinamide,-0.667,-0.674,NC(=O)c1cnccn1,train
1011,Pyrazon,-2.878,-2.603,Nc2cnn(c1ccccc1)c(=O)c2Cl,train
1012,Pyrene,-6.176,-4.957,c1cc2ccc3cccc4ccc(c1)c2c34,train
1013,Pyridazine,1.1,-0.619,c1ccnnc1,train
1014,Pyridine,0.76,-1.481,c1ccncc1,validate
1015,Pyrimidine,1.1,-0.884,c1cncnc1,train
1016,Pyrolan,-2.09,-3.141,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,test
1017,Quinethazone,-3.29,-2.184,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,test
1018,Quinoline,-1.3,-2.663,c1ccc2ncccc2c1,validate
1019,Quinonamid,-5.03,-3.988,ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,test
1020,Quintozene,-5.82,-5.098,Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,test
1021,Raffinose,-0.41,0.496,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,train
1022,Reposal,-2.696,-2.781,CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,train
1023,Reverse Transcriptase inhibitor 1,-2.62,-2.794,CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,train
1024,rhodanine,-1.77,-0.396,C1SC(=S)NC1(=O),train
1025,Riboflavin,-3.685,-1.865,Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,train
1026,Risocaine,-2.452,-2.709,CCCOC(=O)c1ccc(N)cc1,train
1027,Ronnel,-5.72,-5.247,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,validate
1028,Rotenone,-4.42,-5.246,COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C ,train
1029,Rovral,-4.376,-4.004,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,train
1030,RTI 10,-3.672,-2.771,O2c1ccccc1N(C)C(=O)c3cccnc23 ,train
1031,RTI 11,-3.928,-3.125,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,train
1032,RTI 12,-4.114,-3.446,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,train
1033,RTI 13,-4.207,-4.45,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,train
1034,RTI 15,-4.554,-3.891,CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,test
1035,RTI 16,-4.634,-3.411,CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,train
1036,RTI 17,-4.706,-4.227,CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,train
1037,RTI 19,-4.749,-4.007,CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,train
1038,RTI 2,-2.86,-3.125,CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,validate
1039,RTI 20,-4.799,-3.663,C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,test
1040,RTI 22,-4.871,-4.408,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,test
1041,RTI 23,-5.153,-4.228,CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,train
1042,RTI 24,-5.36,-4.423,CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 ,train
1043,RTI 3,-3.043,-3.049,O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ,train
1044,RTI 5,-3.324,-3.471,CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,train
1045,RTI 6,-3.36,-3.335,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,train
1046,RTI 7,-3.535,-3.663,C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,train
1047,RTI 9,-3.68,-3.784,O2c1ccccc1N(CC)C(=O)c3ccccc23 ,train
1048,Salicin,-0.85,-0.975,OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,train
1049,Salicylamide,-1.836,-1.942,NC(=O)c1ccccc1O,test
1050,salicylanilide,-3.59,-3.782,c1ccccc1NC(=O)c2c(O)cccc2,train
1051,Santonin,-3.09,-2.43,CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,train
1052,Secobarbital,-2.356,-2.415,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,test
1053,Siduron,-4.11,-3.779,CC1CCCCC1NC(=O)Nc2ccccc2,train
1054,simazine,-4.55,-2.811,CCNc1nc(Cl)nc(NCC)n1 ,train
1055,Simetryn,-2.676,-2.689,CSc1nc(nc(n1)N(C)C)N(C)C,train
1056,Sorbitol,1.09,0.647,OCC(O)C(O)C(O)C(O)CO,train
1057,"Sparsomycin (3,8mg/ml)",-1.981,-1.57,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,train
1058,Spironolactone,-4.173,-3.842,CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,train
1059,stadacaine,-3.84,-5.128,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,train
1060,Stanolone,-4.743,-3.882,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,train
1061,Stirofos,-4.522,-4.32,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,train
1062,Styrene,-2.82,-2.85,C=Cc1ccccc1,train
1063,styrene oxide,-1.6,-1.826,C1OC1c2ccccc2 ,train
1064,Succinimide,0.3,0.282,O=C1CCC(=O)N1,test
1065,Sucrose,0.79,0.31,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,test
1066,sulfaguanidine,-1.99,-0.706,NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,train
1067,Sulfallate,-3.39,-3.254,CCN(CC)C(=S)SCC(Cl)=C,train
1068,Sulfanilamide,-1.34,-0.954,Nc1ccc(cc1)S(N)(=O)=O,test
1069,Talbutal,-2.016,-2.06,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,train
1070,t-Butylbenzene ,-3.66,-3.554,CC(C)(C)c1ccccc1,validate
1071,t-Crotonaldehyde,0.32,-0.604,C/C=C/C=O,train
1072,TEFLUBENZURON,-7.28,-5.462,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F ,train
1073,Terbacil,-2.484,-3.033,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,test
1074,Terbufos,-4.755,-4.367,CCOP(=S)(OCC)SCSC(C)(C)C,test
1075,Terbumeton,-3.239,-3.505,CCNc1nc(NC(C)(C)C)nc(OC)n1,train
1076,Terbutryn,-4.0,-3.75,CCNc1nc(NC(C)(C)C)nc(SC)n1,validate
1077,Testosterone,-4.02,-3.659,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,train
1078,testosterone acetate,-5.184,-4.449,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,train
1079,testosterone propionate,-5.37,-4.87,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,train
1080,Tetrabromomethane,-3.14,-4.063,BrC(Br)(Br)Br,test
1081,Tetrachloroethylene,-2.54,-3.063,ClC(=C(Cl)Cl)Cl,train
1082,tetrachloroguaiacol,-4.02,-4.299,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,test
1083,Tetrachloromethane,-2.31,-2.607,ClC(Cl)(Cl)Cl,train
1084,Tetradecane,-7.96,-5.45,CCCCCCCCCCCCCC,test
1085,Tetrafluthrin,-7.321,-6.339,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,test
1086,Tetrahydrofurane ,0.49,-0.62,C1CCOC1,train
1087,Tetrahydropyran ,-0.03,-0.978,C1CCOCC1,train
1088,tetramethylurea,0.94,-0.495,CN(C)C(=O)N(C)C ,train
1089,Thalidomide,-2.676,-1.944,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,train
1090,theobromine,-2.523,-1.05,Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ,train
1091,Theophylline,-1.39,-1.452,Cn1c(=O)n(C)c2nc[nH]c2c1=O,train
1092,Thiamphenicol,-2.154,-1.936,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,train
1093,thiamylal,-3.46,-3.063,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O ,train
1094,thioanisole,-2.39,-2.87,c1ccccc1SC,train
1095,thiofanox,-1.62,-2.7,CNC(=O)ON=C(CSC)C(C)(C)C ,test
1096,Thiometon,-3.091,-3.323,CCSCCSP(=S)(OC)OC,train
1097,thiopental,-3.36,-2.96,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,validate
1098,Thiophene,-1.33,-2.232,c1ccsc1,train
1099,Thiophenol ,-2.12,-2.758,Sc1ccccc1,train
1100,thiouracil,-2.273,-0.992,Sc1nccc(=O)[nH]1 ,train
1101,Thiourea,0.32,0.329,NC(=S)N,train
1102,Thiram,-3.9,-2.444,CN(C)C(=S)SSC(=S)N(C)C ,train
1103,thymine,-1.506,-0.78,Cc1c[nH]c(=O)[nH]c1=O ,train
1104,Thymol,-2.22,-3.129,CC(C)c1ccc(C)cc1O,validate
1105,Toluene ,-2.21,-2.713,Cc1ccccc1,train
1106,t-Pentylbenzene,-4.15,-3.867,CC(C)(C)Cc1ccccc1,train
1107,"trans-1,4-Dimethylcyclohexane",-4.47,-3.305,C/C1CCC(\C)CC1,train
1108,trans-2-Heptene ,-3.82,-2.784,CCCC/C=C/C,train
1109,trans-2-Pentene ,-2.54,-2.076,CC/C=C/C,test
1110,Triadimefon,-3.61,-4.132,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,train
1111,Triallate,-4.88,-4.578,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,validate
1112,Triamcinolone,-3.68,-2.734,CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,train
1113,triamcinolone acetonide,-4.31,-3.928,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,test
1114,triamcinolone diacetate,-4.13,-3.876,CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O ,test
1115,Triamterene,-2.404,-3.051,Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,train
1116,Triazolam,-4.09,-3.948,Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,train
1117,Tribromomethane,-1.91,-2.904,BrC(Br)Br,train
1118,Trichlomethiazide,-2.68,-2.98,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,train
1119,Trichlorfon,-0.22,-1.866,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,validate
1120,trichlormethiazide,-2.68,-2.98,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,train
1121,Trichloroacetonitrile,-2.168,-2.019,ClC(Cl)(Cl)C#N,train
1122,Trichloroethylene,-1.96,-2.312,ClC=C(Cl)Cl,train
1123,Trichloromethane,-1.17,-1.812,ClC(Cl)Cl,train
1124,Trichloronate,-5.752,-5.225,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,train
1125,Triclosan,-4.46,-5.645,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,train
1126,Tricresyl phosphate,-6.01,-6.39,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,train
1127,Tricyclazole,-2.07,-2.868,Cc2cccc3sc1nncn1c23 ,test
1128,Trietazine,-4.06,-3.233,CCNc1nc(Cl)nc(n1)N(CC)CC,train
1129,Triethyl phosphate,0.43,-0.953,CCOP(=O)(OCC)OCC,train
1130,Trifluralin,-5.68,-5.205,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,train
1131,triforine,-4.19,-3.715,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,train
1132,Trimazosin,-3.638,-3.958,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,train
1133,Triphenylene,-6.726,-5.568,c1ccc2c(c1)c3ccccc3c4ccccc24,train
1134,tubercidin,-1.95,-0.892,Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O ,train
1135,uracil,-1.488,-0.441,O=c1cc[nH]c(=O)[nH]1 ,train
1136,Urea,0.96,0.832,NC(=O)N,test
1137,uric acid,-3.93,-0.541,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,train
1138,Valeraldehyde,-0.85,-1.103,CCCCC=O,test
1139,vamidothion,1.144,-1.446,CNC(=O)C(C)SCCSP(=O)(OC)(OC),train
1140,Vinclozolin,-4.925,-4.377,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,train
1141,Warfarin,-3.893,-3.913,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,train
1142,Xipamide,-3.79,-3.642,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,train
1143,XMC,-2.581,-2.688,CNC(=O)Oc1cc(C)cc(C)c1,validate
